state,district,month,total_enroll,total_updates,service_load,next_month_service_load
Kerala,Alappuzha,2025-09,1095,5380,6475,6784
Kerala,Alappuzha,2025-10,996,5788,6784,6124
Kerala,Alappuzha,2025-11,1216,4908,6124,3250
Kerala,Ernakulam,2025-06,139,517,656,893
Kerala,Ernakulam,2025-07,224,669,893,12542
Kerala,Ernakulam,2025-09,1875,10667,12542,11815
Kerala,Ernakulam,2025-10,1610,10205,11815,14403
Kerala,Ernakulam,2025-11,2167,12236,14403,4830
Kerala,Idukki,2025-09,560,2850,3410,3493
Kerala,Idukki,2025-10,500,2993,3493,3159
Kerala,Idukki,2025-11,582,2577,3159,1074
Kerala,Kannur,2025-07,70,235,305,15126
Kerala,Kannur,2025-09,1835,13291,15126,10983
Kerala,Kannur,2025-10,1459,9524,10983,14487
Kerala,Kannur,2025-11,2261,12226,14487,5844
Kerala,Kasaragod,2025-09,1122,7222,8344,7060
Kerala,Kasaragod,2025-10,1010,6050,7060,9577
Kerala,Kasaragod,2025-11,1420,8157,9577,4334
Kerala,Kollam,2025-05,56,208,264,11875
Kerala,Kollam,2025-09,1602,10273,11875,9908
Kerala,Kollam,2025-10,1346,8562,9908,11188
Kerala,Kollam,2025-11,1818,9370,11188,4461
Kerala,Kottayam,2025-09,1035,4424,5459,5293
Kerala,Kottayam,2025-10,951,4342,5293,5272
Kerala,Kottayam,2025-11,1086,4186,5272,2320
Kerala,Kozhikode,2025-09,2086,17123,19209,15162
Kerala,Kozhikode,2025-10,1565,13597,15162,23351
Kerala,Kozhikode,2025-11,2641,20710,23351,9017
Kerala,Malappuram,2025-05,266,590,856,32716
Kerala,Malappuram,2025-09,4020,28696,32716,29226
Kerala,Malappuram,2025-10,3619,25607,29226,42994
Kerala,Malappuram,2025-11,5182,37812,42994,17754
Kerala,Palakkad,2025-09,1834,10121,11955,11922
Kerala,Palakkad,2025-10,1765,10157,11922,13482
Kerala,Palakkad,2025-11,2315,11167,13482,6599
Kerala,Pathanamthitta,2025-09,640,2850,3490,2853
Kerala,Pathanamthitta,2025-10,501,2352,2853,3041
Kerala,Pathanamthitta,2025-11,596,2445,3041,1689
Kerala,Thiruvananthapuram,2025-05,58,229,287,700
Kerala,Thiruvananthapuram,2025-07,180,520,700,13493
Kerala,Thiruvananthapuram,2025-09,1842,11651,13493,12813
Kerala,Thiruvananthapuram,2025-10,1775,11038,12813,14333
Kerala,Thiruvananthapuram,2025-11,2436,11897,14333,5748
Kerala,Thrissur,2025-06,47,134,181,14790
Kerala,Thrissur,2025-09,1922,12868,14790,12933
Kerala,Thrissur,2025-10,1990,10943,12933,13363
Kerala,Thrissur,2025-11,2991,10372,13363,4195
Kerala,Wayanad,2025-09,409,4327,4736,3422
Kerala,Wayanad,2025-10,372,3050,3422,4370
Kerala,Wayanad,2025-11,741,3629,4370,1236
Ladakh,Kargil,2025-09,166,479,645,298
Ladakh,Kargil,2025-10,88,210,298,426
Ladakh,Kargil,2025-11,150,276,426,348
Ladakh,Leh,2025-09,37,105,142,99
Ladakh,Leh,2025-10,29,70,99,251
Ladakh,Leh,2025-11,51,200,251,200
Lakshadweep,Lakshadweep,2025-09,69,204,273,248
Lakshadweep,Lakshadweep,2025-10,48,200,248,295
Lakshadweep,Lakshadweep,2025-11,70,225,295,69
Madhya Pradesh,Agar Malwa,2025-09,672,2341,3013,1236
Madhya Pradesh,Agar Malwa,2025-10,372,864,1236,3487
Madhya Pradesh,Agar Malwa,2025-11,1150,2337,3487,1732
Madhya Pradesh,Alirajpur,2025-04,254,3037,3291,2615
Madhya Pradesh,Alirajpur,2025-05,133,2482,2615,7796
Madhya Pradesh,Alirajpur,2025-06,1046,6750,7796,7012
Madhya Pradesh,Alirajpur,2025-07,1475,5537,7012,11511
Madhya Pradesh,Alirajpur,2025-09,1337,10174,11511,4235
Madhya Pradesh,Alirajpur,2025-10,858,3377,4235,6789
Madhya Pradesh,Alirajpur,2025-11,1252,5537,6789,3723
Madhya Pradesh,Anuppur,2025-09,736,7831,8567,3905
Madhya Pradesh,Anuppur,2025-10,650,3255,3905,6201
Madhya Pradesh,Anuppur,2025-11,1274,4927,6201,3545
Madhya Pradesh,Ashok Nagar,2025-04,531,8962,9493,2707
Madhya Pradesh,Ashok Nagar,2025-05,220,2487,2707,12225
Madhya Pradesh,Ashok Nagar,2025-09,2387,9838,12225,4395
Madhya Pradesh,Ashok Nagar,2025-10,540,3855,4395,6281
Madhya Pradesh,Ashok Nagar,2025-11,1168,5113,6281,3538
Madhya Pradesh,Ashoknagar,2025-06,868,0,868,2143
Madhya Pradesh,Balaghat,2025-07,338,1629,1967,15283
Madhya Pradesh,Balaghat,2025-09,2330,12953,15283,8802
Madhya Pradesh,Balaghat,2025-10,1303,7499,8802,14815
Madhya Pradesh,Balaghat,2025-11,2237,12578,14815,6734
Madhya Pradesh,Barwani,2025-04,1640,27460,29100,31939
Madhya Pradesh,Barwani,2025-05,3452,28487,31939,15302
Madhya Pradesh,Barwani,2025-06,2233,13069,15302,45926
Madhya Pradesh,Barwani,2025-07,8453,37473,45926,19509
Madhya Pradesh,Barwani,2025-09,3844,15665,19509,11082
Madhya Pradesh,Barwani,2025-10,1488,9594,11082,13189
Madhya Pradesh,Barwani,2025-11,2068,11121,13189,5889
Madhya Pradesh,Betul,2025-04,223,4101,4324,8490
Madhya Pradesh,Betul,2025-07,968,7522,8490,19914
Madhya Pradesh,Betul,2025-09,2433,17481,19914,9276
Madhya Pradesh,Betul,2025-10,1310,7966,9276,19206
Madhya Pradesh,Betul,2025-11,2457,16749,19206,7382
Madhya Pradesh,Bhind,2025-03,109,0,109,4863
Madhya Pradesh,Bhind,2025-04,1051,3812,4863,6275
Madhya Pradesh,Bhind,2025-05,956,5319,6275,3699
Madhya Pradesh,Bhind,2025-06,885,2814,3699,18835
Madhya Pradesh,Bhind,2025-07,4055,14780,18835,15930
Madhya Pradesh,Bhind,2025-09,2666,13264,15930,6879
Madhya Pradesh,Bhind,2025-10,1108,5771,6879,14263
Madhya Pradesh,Bhind,2025-11,2363,11900,14263,6919
Madhya Pradesh,Bhopal,2025-04,555,7226,7781,8605
Madhya Pradesh,Bhopal,2025-06,833,7772,8605,6375
Madhya Pradesh,Bhopal,2025-07,1133,5242,6375,25979
Madhya Pradesh,Bhopal,2025-09,3912,22067,25979,15655
Madhya Pradesh,Bhopal,2025-10,2137,13518,15655,29008
Madhya Pradesh,Bhopal,2025-11,3682,25326,29008,11670
Madhya Pradesh,Burhanpur,2025-04,802,6569,7371,9734
Madhya Pradesh,Burhanpur,2025-05,932,8802,9734,14725
Madhya Pradesh,Burhanpur,2025-06,1777,12948,14725,16711
Madhya Pradesh,Burhanpur,2025-07,2976,13735,16711,8281
Madhya Pradesh,Burhanpur,2025-09,1253,7028,8281,4329
Madhya Pradesh,Burhanpur,2025-10,605,3724,4329,8634
Madhya Pradesh,Burhanpur,2025-11,947,7687,8634,2794
Madhya Pradesh,Chhatarpur,2025-04,850,5857,6707,4424
Madhya Pradesh,Chhatarpur,2025-05,737,3687,4424,3628
Madhya Pradesh,Chhatarpur,2025-06,714,2914,3628,21166
Madhya Pradesh,Chhatarpur,2025-07,4418,16748,21166,25578
Madhya Pradesh,Chhatarpur,2025-09,4629,20949,25578,11083
Madhya Pradesh,Chhatarpur,2025-10,1837,9246,11083,18873
Madhya Pradesh,Chhatarpur,2025-11,3850,15023,18873,11428
Madhya Pradesh,Chhindwara,2025-09,2979,16746,19725,11289
Madhya Pradesh,Chhindwara,2025-10,2157,9132,11289,16850
Madhya Pradesh,Chhindwara,2025-11,2981,13869,16850,8582
Madhya Pradesh,Damoh,2025-09,2381,14120,16501,7975
Madhya Pradesh,Damoh,2025-10,1249,6726,7975,12999
Madhya Pradesh,Damoh,2025-11,1976,11023,12999,5306
Madhya Pradesh,Datia,2025-04,302,2471,2773,3604
Madhya Pradesh,Datia,2025-07,839,2765,3604,12233
Madhya Pradesh,Datia,2025-09,2409,9824,12233,4082
Madhya Pradesh,Datia,2025-10,640,3442,4082,7284
Madhya Pradesh,Datia,2025-11,1426,5858,7284,4101
Madhya Pradesh,Dewas,2025-04,502,4542,5044,6736
Madhya Pradesh,Dewas,2025-05,622,6114,6736,13146
Madhya Pradesh,Dewas,2025-07,1698,11448,13146,16867
Madhya Pradesh,Dewas,2025-09,2720,14147,16867,8575
Madhya Pradesh,Dewas,2025-10,1600,6975,8575,17382
Madhya Pradesh,Dewas,2025-11,3625,13757,17382,6597
Madhya Pradesh,Dhar,2025-04,619,8254,8873,10210
Madhya Pradesh,Dhar,2025-06,1527,8683,10210,7038
Madhya Pradesh,Dhar,2025-07,922,6116,7038,21804
Madhya Pradesh,Dhar,2025-09,3374,18430,21804,10893
Madhya Pradesh,Dhar,2025-10,2041,8852,10893,18858
Madhya Pradesh,Dhar,2025-11,2996,15862,18858,8341
Madhya Pradesh,Dindori,2025-09,954,6241,7195,3667
Madhya Pradesh,Dindori,2025-10,585,3082,3667,4327
Madhya Pradesh,Dindori,2025-11,573,3754,4327,3237
Madhya Pradesh,East Nimar,2025-07,458,950,1408,5711
Madhya Pradesh,East Nimar,2025-09,1353,4358,5711,3047
Madhya Pradesh,East Nimar,2025-10,738,2309,3047,4566
Madhya Pradesh,East Nimar,2025-11,949,3617,4566,2669
Madhya Pradesh,Guna,2025-04,784,8329,9113,4588
Madhya Pradesh,Guna,2025-07,1072,3516,4588,20818
Madhya Pradesh,Guna,2025-09,4020,16798,20818,7059
Madhya Pradesh,Guna,2025-10,1146,5913,7059,10956
Madhya Pradesh,Guna,2025-11,2074,8882,10956,6085
Madhya Pradesh,Gwalior,2025-03,327,0,327,8700
Madhya Pradesh,Gwalior,2025-04,1338,7362,8700,2406
Madhya Pradesh,Gwalior,2025-05,464,1942,2406,12646
Madhya Pradesh,Gwalior,2025-06,1930,10716,12646,26431
Madhya Pradesh,Gwalior,2025-07,5322,21109,26431,22512
Madhya Pradesh,Gwalior,2025-09,4074,18438,22512,10002
Madhya Pradesh,Gwalior,2025-10,1502,8500,10002,20569
Madhya Pradesh,Gwalior,2025-11,3731,16838,20569,9674
Madhya Pradesh,Harda,2025-09,1296,5842,7138,2621
Madhya Pradesh,Harda,2025-10,450,2171,2621,4957
Madhya Pradesh,Harda,2025-11,837,4120,4957,2095
Madhya Pradesh,Hoshangabad,2025-07,281,1748,2029,15046
Madhya Pradesh,Hoshangabad,2025-09,2664,12382,15046,5720
Madhya Pradesh,Hoshangabad,2025-10,1022,4698,5720,8710
Madhya Pradesh,Hoshangabad,2025-11,1590,7120,8710,4414
Madhya Pradesh,Indore,2025-04,1348,12915,14263,6887
Madhya Pradesh,Indore,2025-05,648,6239,6887,12430
Madhya Pradesh,Indore,2025-06,1122,11308,12430,39492
Madhya Pradesh,Indore,2025-07,6945,32547,39492,35422
Madhya Pradesh,Indore,2025-09,5118,30304,35422,19714
Madhya Pradesh,Indore,2025-10,3007,16707,19714,39624
Madhya Pradesh,Indore,2025-11,5240,34384,39624,17075
Madhya Pradesh,Jabalpur,2025-04,318,6130,6448,2484
Madhya Pradesh,Jabalpur,2025-07,462,2022,2484,30489
Madhya Pradesh,Jabalpur,2025-09,4255,26234,30489,15160
Madhya Pradesh,Jabalpur,2025-10,2568,12592,15160,25318
Madhya Pradesh,Jabalpur,2025-11,3700,21618,25318,10993
Madhya Pradesh,Jhabua,2025-04,886,6545,7431,3878
Madhya Pradesh,Jhabua,2025-05,634,3244,3878,4649
Madhya Pradesh,Jhabua,2025-06,899,3750,4649,11189
Madhya Pradesh,Jhabua,2025-07,2761,8428,11189,17140
Madhya Pradesh,Jhabua,2025-09,3416,13724,17140,7756
Madhya Pradesh,Jhabua,2025-10,1615,6141,7756,13532
Madhya Pradesh,Jhabua,2025-11,2501,11031,13532,6015
Madhya Pradesh,Katni,2025-03,106,0,106,2129
Madhya Pradesh,Katni,2025-04,413,1716,2129,1381
Madhya Pradesh,Katni,2025-06,293,1088,1381,14896
Madhya Pradesh,Katni,2025-07,1434,13462,14896,17015
Madhya Pradesh,Katni,2025-09,3136,13879,17015,11139
Madhya Pradesh,Katni,2025-10,2279,8860,11139,14898
Madhya Pradesh,Katni,2025-11,3067,11831,14898,10424
Madhya Pradesh,Khandwa,2025-04,420,1671,2091,943
Madhya Pradesh,Khandwa,2025-05,78,865,943,8178
Madhya Pradesh,Khandwa,2025-07,1662,6516,8178,6705
Madhya Pradesh,Khandwa,2025-09,1235,5470,6705,4014
Madhya Pradesh,Khandwa,2025-10,639,3375,4014,5969
Madhya Pradesh,Khandwa,2025-11,1001,4968,5969,3148
Madhya Pradesh,Khargone,2025-04,935,11262,12197,3190
Madhya Pradesh,Khargone,2025-05,448,2742,3190,3408
Madhya Pradesh,Khargone,2025-06,526,2882,3408,31113
Madhya Pradesh,Khargone,2025-07,4724,26389,31113,22830
Madhya Pradesh,Khargone,2025-09,3606,19224,22830,9600
Madhya Pradesh,Khargone,2025-10,1499,8101,9600,15208
Madhya Pradesh,Khargone,2025-11,2299,12909,15208,7688
Madhya Pradesh,Maihar,2025-09,141,462,603,418
Madhya Pradesh,Maihar,2025-10,107,311,418,578
Madhya Pradesh,Maihar,2025-11,121,457,578,356
Madhya Pradesh,Mandla,2025-09,1561,8397,9958,6335
Madhya Pradesh,Mandla,2025-10,1166,5169,6335,7495
Madhya Pradesh,Mandla,2025-11,1674,5821,7495,4275
Madhya Pradesh,Mandsaur,2025-09,2030,10528,12558,7506
Madhya Pradesh,Mandsaur,2025-10,1666,5840,7506,12832
Madhya Pradesh,Mandsaur,2025-11,4082,8750,12832,5625
Madhya Pradesh,Mauganj,2025-09,170,624,794,512
Madhya Pradesh,Mauganj,2025-10,130,382,512,525
Madhya Pradesh,Mauganj,2025-11,108,417,525,279
Madhya Pradesh,Morena,2025-04,2232,22606,24838,5875
Madhya Pradesh,Morena,2025-05,1066,4809,5875,10912
Madhya Pradesh,Morena,2025-06,2269,8643,10912,48107
Madhya Pradesh,Morena,2025-07,8789,39318,48107,22651
Madhya Pradesh,Morena,2025-09,4039,18612,22651,11683
Madhya Pradesh,Morena,2025-10,1887,9796,11683,20441
Madhya Pradesh,Morena,2025-11,4145,16296,20441,10746
Madhya Pradesh,Narmadapuram,2025-09,293,806,1099,411
Madhya Pradesh,Narmadapuram,2025-10,130,281,411,859
Madhya Pradesh,Narmadapuram,2025-11,227,632,859,559
Madhya Pradesh,Narsimhapur,2025-09,525,1721,2246,1015
Madhya Pradesh,Narsimhapur,2025-10,192,823,1015,1426
Madhya Pradesh,Narsimhapur,2025-11,389,1037,1426,607
Madhya Pradesh,Narsinghpur,2025-07,514,2548,3062,10848
Madhya Pradesh,Narsinghpur,2025-09,2141,8707,10848,5768
Madhya Pradesh,Narsinghpur,2025-10,720,5048,5768,8817
Madhya Pradesh,Narsinghpur,2025-11,1460,7357,8817,3836
Madhya Pradesh,Neemuch,2025-09,1590,8196,9786,4516
Madhya Pradesh,Neemuch,2025-10,912,3604,4516,9534
Madhya Pradesh,Neemuch,2025-11,2322,7212,9534,3708
Madhya Pradesh,Niwari,2025-09,34,72,106,48
Madhya Pradesh,Niwari,2025-10,19,29,48,188
Madhya Pradesh,Niwari,2025-11,63,125,188,90
Madhya Pradesh,Pandhurna,2025-09,17,30,47,71
Madhya Pradesh,Pandhurna,2025-10,48,23,71,58
Madhya Pradesh,Pandhurna,2025-11,25,33,58,48
Madhya Pradesh,Panna,2025-04,159,1791,1950,6904
Madhya Pradesh,Panna,2025-05,448,6456,6904,4290
Madhya Pradesh,Panna,2025-07,487,3803,4290,15946
Madhya Pradesh,Panna,2025-09,4050,11896,15946,7780
Madhya Pradesh,Panna,2025-10,1856,5924,7780,11911
Madhya Pradesh,Panna,2025-11,2405,9506,11911,4931
Madhya Pradesh,Raisen,2025-04,515,5451,5966,18207
Madhya Pradesh,Raisen,2025-09,3198,15009,18207,9379
Madhya Pradesh,Raisen,2025-10,1290,8089,9379,12453
Madhya Pradesh,Raisen,2025-11,1805,10648,12453,7279
Madhya Pradesh,Rajgarh,2025-09,2595,14001,16596,8913
Madhya Pradesh,Rajgarh,2025-10,993,7920,8913,15497
Madhya Pradesh,Rajgarh,2025-11,2378,13119,15497,9753
Madhya Pradesh,Ratlam,2025-09,2657,12254,14911,9007
Madhya Pradesh,Ratlam,2025-10,1317,7690,9007,20027
Madhya Pradesh,Ratlam,2025-11,3976,16051,20027,11465
Madhya Pradesh,Rewa,2025-09,3965,28483,32448,21059
Madhya Pradesh,Rewa,2025-10,2938,18121,21059,22584
Madhya Pradesh,Rewa,2025-11,3315,19269,22584,10627
Madhya Pradesh,Sagar,2025-04,221,2489,2710,3313
Madhya Pradesh,Sagar,2025-06,201,3112,3313,12123
Madhya Pradesh,Sagar,2025-07,1572,10551,12123,26746
Madhya Pradesh,Sagar,2025-09,4026,22720,26746,12864
Madhya Pradesh,Sagar,2025-10,2085,10779,12864,23443
Madhya Pradesh,Sagar,2025-11,4318,19125,23443,11996
Madhya Pradesh,Satna,2025-04,437,4720,5157,11742
Madhya Pradesh,Satna,2025-07,1258,10484,11742,31589
Madhya Pradesh,Satna,2025-09,5016,26573,31589,18821
Madhya Pradesh,Satna,2025-10,2813,16008,18821,23625
Madhya Pradesh,Satna,2025-11,3692,19933,23625,11194
Madhya Pradesh,Sehore,2025-07,1673,7774,9447,10392
Madhya Pradesh,Sehore,2025-09,1439,8953,10392,5424
Madhya Pradesh,Sehore,2025-10,686,4738,5424,10125
Madhya Pradesh,Sehore,2025-11,1414,8711,10125,7094
Madhya Pradesh,Seoni,2025-09,2527,13357,15884,7078
Madhya Pradesh,Seoni,2025-10,1071,6007,7078,11594
Madhya Pradesh,Seoni,2025-11,1818,9776,11594,5944
Madhya Pradesh,Shahdol,2025-09,1776,12842,14618,7808
Madhya Pradesh,Shahdol,2025-10,1080,6728,7808,9947
Madhya Pradesh,Shahdol,2025-11,1409,8538,9947,7634
Madhya Pradesh,Shajapur,2025-09,2167,11133,13300,6972
Madhya Pradesh,Shajapur,2025-10,1225,5747,6972,13813
Madhya Pradesh,Shajapur,2025-11,2879,10934,13813,5919
Madhya Pradesh,Sheopur,2025-04,396,3475,3871,13162
Madhya Pradesh,Sheopur,2025-06,1618,11544,13162,6001
Madhya Pradesh,Sheopur,2025-07,1753,4248,6001,8588
Madhya Pradesh,Sheopur,2025-09,1581,7007,8588,3426
Madhya Pradesh,Sheopur,2025-10,484,2942,3426,6863
Madhya Pradesh,Sheopur,2025-11,1151,5712,6863,5126
Madhya Pradesh,Shivpuri,2025-04,869,6019,6888,6564
Madhya Pradesh,Shivpuri,2025-06,783,5781,6564,11164
Madhya Pradesh,Shivpuri,2025-07,1364,9800,11164,25979
Madhya Pradesh,Shivpuri,2025-09,4548,21431,25979,8224
Madhya Pradesh,Shivpuri,2025-10,1411,6813,8224,16007
Madhya Pradesh,Shivpuri,2025-11,2588,13419,16007,10496
Madhya Pradesh,Sidhi,2025-09,2105,17431,19536,11090
Madhya Pradesh,Sidhi,2025-10,1757,9333,11090,9865
Madhya Pradesh,Sidhi,2025-11,1777,8088,9865,6224
Madhya Pradesh,Singrauli,2025-09,2112,13689,15801,11631
Madhya Pradesh,Singrauli,2025-10,1890,9741,11631,10416
Madhya Pradesh,Singrauli,2025-11,1789,8627,10416,6630
Madhya Pradesh,Tikamgarh,2025-09,2591,16210,18801,8798
Madhya Pradesh,Tikamgarh,2025-10,1264,7534,8798,14730
Madhya Pradesh,Tikamgarh,2025-11,2524,12206,14730,8038
Madhya Pradesh,Ujjain,2025-09,4764,20393,25157,16187
Madhya Pradesh,Ujjain,2025-10,2851,13336,16187,31018
Madhya Pradesh,Ujjain,2025-11,6011,25007,31018,12054
Madhya Pradesh,Umaria,2025-09,2052,7756,9808,5526
Madhya Pradesh,Umaria,2025-10,1120,4406,5526,6041
Madhya Pradesh,Umaria,2025-11,1475,4566,6041,5133
Madhya Pradesh,Vidisha,2025-04,831,4700,5531,2353
Madhya Pradesh,Vidisha,2025-05,267,2086,2353,16992
Madhya Pradesh,Vidisha,2025-07,2688,14304,16992,19944
Madhya Pradesh,Vidisha,2025-09,3250,16694,19944,9511
Madhya Pradesh,Vidisha,2025-10,1140,8371,9511,16683
Madhya Pradesh,Vidisha,2025-11,1995,14688,16683,8234
Madhya Pradesh,West Nimar,2025-09,316,1090,1406,598
Madhya Pradesh,West Nimar,2025-10,164,434,598,683
Madhya Pradesh,West Nimar,2025-11,198,485,683,462
Maharashtra,Ahmednagar,2025-04,96,479,575,368
Maharashtra,Ahmednagar,2025-07,368,0,368,63541
Maharashtra,Ahmednagar,2025-09,3818,59723,63541,45240
Maharashtra,Ahmednagar,2025-10,1997,43243,45240,89257
Maharashtra,Ahmednagar,2025-11,2785,86472,89257,26640
Maharashtra,Akola,2025-07,637,2241,2878,24015
Maharashtra,Akola,2025-09,1627,22388,24015,18763
Maharashtra,Akola,2025-10,877,17886,18763,38717
Maharashtra,Akola,2025-11,1338,37379,38717,8140
Maharashtra,Amravati,2025-06,736,7394,8130,3908
Maharashtra,Amravati,2025-07,684,3224,3908,42145
Maharashtra,Amravati,2025-09,2461,39684,42145,31305
Maharashtra,Amravati,2025-10,1248,30057,31305,57544
Maharashtra,Amravati,2025-11,1605,55939,57544,11793
Maharashtra,Aurangabad,2025-03,345,0,345,9601
Maharashtra,Aurangabad,2025-04,791,8810,9601,15776
Maharashtra,Aurangabad,2025-07,3835,11941,15776,50095
Maharashtra,Aurangabad,2025-09,5379,44716,50095,46077
Maharashtra,Aurangabad,2025-10,2439,43638,46077,78152
Maharashtra,Aurangabad,2025-11,3885,74267,78152,18412
Maharashtra,Beed,2025-04,900,13288,14188,7502
Maharashtra,Beed,2025-05,444,7058,7502,9869
Maharashtra,Beed,2025-06,999,8870,9869,16101
Maharashtra,Beed,2025-07,2283,13818,16101,48936
Maharashtra,Beed,2025-09,2666,46270,48936,43017
Maharashtra,Beed,2025-10,1443,41574,43017,63521
Maharashtra,Beed,2025-11,2087,61434,63521,13411
Maharashtra,Bhandara,2025-09,672,11010,11682,9710
Maharashtra,Bhandara,2025-10,293,9417,9710,15233
Maharashtra,Bhandara,2025-11,595,14638,15233,3895
Maharashtra,Buldana,2025-06,368,1414,1782,7346
Maharashtra,Buldana,2025-07,1462,5884,7346,47768
Maharashtra,Buldana,2025-09,2928,44840,47768,33515
Maharashtra,Buldana,2025-10,1325,32190,33515,66241
Maharashtra,Buldana,2025-11,1534,64707,66241,12132
Maharashtra,Chandrapur,2025-04,221,1911,2132,3508
Maharashtra,Chandrapur,2025-06,232,3276,3508,2462
Maharashtra,Chandrapur,2025-07,403,2059,2462,21452
Maharashtra,Chandrapur,2025-09,1440,20012,21452,27247
Maharashtra,Chandrapur,2025-10,646,26601,27247,45648
Maharashtra,Chandrapur,2025-11,1095,44553,45648,10109
Maharashtra,Chatrapati Sambhaji Nagar,2025-09,71,591,662,297
Maharashtra,Chatrapati Sambhaji Nagar,2025-10,51,246,297,760
Maharashtra,Chatrapati Sambhaji Nagar,2025-11,83,677,760,528
Maharashtra,Chhatrapati Sambhajinagar,2025-09,349,1348,1697,1188
Maharashtra,Chhatrapati Sambhajinagar,2025-10,300,888,1188,1487
Maharashtra,Chhatrapati Sambhajinagar,2025-11,316,1171,1487,1076
Maharashtra,Dharashiv,2025-07,390,2038,2428,19461
Maharashtra,Dharashiv,2025-09,1460,18001,19461,19792
Maharashtra,Dharashiv,2025-10,856,18936,19792,43954
Maharashtra,Dharashiv,2025-11,1154,42800,43954,7779
Maharashtra,Dhule,2025-05,182,2792,2974,10410
Maharashtra,Dhule,2025-06,1488,8922,10410,16672
Maharashtra,Dhule,2025-07,2644,14028,16672,32702
Maharashtra,Dhule,2025-09,4436,28266,32702,22979
Maharashtra,Dhule,2025-10,1368,21611,22979,42988
Maharashtra,Dhule,2025-11,1987,41001,42988,10535
Maharashtra,Gadchiroli,2025-09,1043,14571,15614,20919
Maharashtra,Gadchiroli,2025-10,350,20569,20919,28706
Maharashtra,Gadchiroli,2025-11,612,28094,28706,6355
Maharashtra,Gondia,2025-09,1242,15817,17059,20938
Maharashtra,Gondia,2025-10,606,20332,20938,23794
Maharashtra,Gondia,2025-11,942,22852,23794,5559
Maharashtra,Hingoli,2025-04,1144,8294,9438,2746
Maharashtra,Hingoli,2025-05,311,2435,2746,337
Maharashtra,Hingoli,2025-06,337,0,337,17815
Maharashtra,Hingoli,2025-07,3006,14809,17815,21647
Maharashtra,Hingoli,2025-09,1507,20140,21647,23172
Maharashtra,Hingoli,2025-10,691,22481,23172,39480
Maharashtra,Hingoli,2025-11,894,38586,39480,8166
Maharashtra,Jalgaon,2025-04,423,4018,4441,6512
Maharashtra,Jalgaon,2025-05,641,5871,6512,8982
Maharashtra,Jalgaon,2025-07,1463,7519,8982,61333
Maharashtra,Jalgaon,2025-09,4980,56353,61333,50493
Maharashtra,Jalgaon,2025-10,1956,48537,50493,79420
Maharashtra,Jalgaon,2025-11,2998,76422,79420,18126
Maharashtra,Jalna,2025-09,2407,29733,32140,26548
Maharashtra,Jalna,2025-10,1243,25305,26548,40192
Maharashtra,Jalna,2025-11,1595,38597,40192,11203
Maharashtra,Kolhapur,2025-09,2681,38828,41509,26989
Maharashtra,Kolhapur,2025-10,1824,25165,26989,55325
Maharashtra,Kolhapur,2025-11,2597,52728,55325,12478
Maharashtra,Latur,2025-04,294,2797,3091,3993
Maharashtra,Latur,2025-06,545,3448,3993,4497
Maharashtra,Latur,2025-07,819,3678,4497,31738
Maharashtra,Latur,2025-09,2657,29081,31738,28379
Maharashtra,Latur,2025-10,1257,27122,28379,59419
Maharashtra,Latur,2025-11,1870,57549,59419,11123
Maharashtra,Mumbai,2025-07,931,2847,3778,49854
Maharashtra,Mumbai,2025-09,4560,45294,49854,43057
Maharashtra,Mumbai,2025-10,3125,39932,43057,75765
Maharashtra,Mumbai,2025-11,5441,70324,75765,28318
Maharashtra,Mumbai City,2025-09,860,6363,7223,6094
Maharashtra,Mumbai City,2025-10,695,5399,6094,10710
Maharashtra,Mumbai City,2025-11,1371,9339,10710,4217
Maharashtra,Mumbai Suburban,2025-04,733,5014,5747,16063
Maharashtra,Mumbai Suburban,2025-05,1705,14358,16063,22543
Maharashtra,Mumbai Suburban,2025-07,6453,16090,22543,34747
Maharashtra,Mumbai Suburban,2025-09,3553,31194,34747,25189
Maharashtra,Mumbai Suburban,2025-10,2316,22873,25189,44236
Maharashtra,Mumbai Suburban,2025-11,4466,39770,44236,21147
Maharashtra,Nagpur,2025-04,566,5023,5589,4461
Maharashtra,Nagpur,2025-05,293,4168,4461,5060
Maharashtra,Nagpur,2025-07,1166,3894,5060,48160
Maharashtra,Nagpur,2025-09,3918,44242,48160,36137
Maharashtra,Nagpur,2025-10,1996,34141,36137,68889
Maharashtra,Nagpur,2025-11,3633,65256,68889,18509
Maharashtra,Nanded,2025-04,607,5974,6581,4270
Maharashtra,Nanded,2025-05,502,3768,4270,5279
Maharashtra,Nanded,2025-06,584,4695,5279,11187
Maharashtra,Nanded,2025-07,1803,9384,11187,55249
Maharashtra,Nanded,2025-09,4118,51131,55249,56584
Maharashtra,Nanded,2025-10,1723,54861,56584,108573
Maharashtra,Nanded,2025-11,2061,106512,108573,19299
Maharashtra,Nandurbar,2025-04,564,6784,7348,5720
Maharashtra,Nandurbar,2025-05,406,5314,5720,20294
Maharashtra,Nandurbar,2025-07,3100,17194,20294,27868
Maharashtra,Nandurbar,2025-09,3306,24562,27868,26459
Maharashtra,Nandurbar,2025-10,1567,24892,26459,30235
Maharashtra,Nandurbar,2025-11,1906,28329,30235,7354
Maharashtra,Nashik,2025-05,156,932,1088,30454
Maharashtra,Nashik,2025-07,5364,25090,30454,99566
Maharashtra,Nashik,2025-09,7811,91755,99566,60430
